BV号：BV1P741177xN
标题：BV1P741177xN
链接：https://www.bilibili.com/video/BV1P741177xN
识别语言：zh
语言置信度：1
分段数：2474
生成时间：2026-04-04 02:49:43

[00:00:00 - 00:00:03] 哈喽大家好
[00:34:00 - 00:34:02] 因为内蒙古报支院是
[00:34:02 - 00:34:04] 内蒙古报支院是完全不一样的
[00:34:04 - 00:34:06] 我觉得我们有机会的话
[00:34:06 - 00:34:08] 有没有内蒙古的同学
[00:34:08 - 00:34:10] 有没有内蒙古的同学
[00:34:10 - 00:34:11] 我的鼻毛没办法
[00:34:11 - 00:34:13] 经历旺盛怎么办
[00:34:13 - 00:34:15] 真是
[00:34:15 - 00:34:16] 有没有内蒙古的同学
[00:34:16 - 00:34:18] 有没有内蒙古的同学
[00:34:18 - 00:34:19] 有啊
[00:34:19 - 00:34:19] 我还有多少
[00:34:19 - 00:34:20] 有没有内蒙古的同学
[00:34:22 - 00:34:23] 哎呦
[00:34:23 - 00:34:24] 还有好几个呢
[00:34:24 - 00:34:25] 哎呀
[00:34:25 - 00:34:26] 哈哈哈哈
[00:34:28 - 00:34:31] 内蒙古爆炉院简直就是
[00:34:31 - 00:34:32] 崩溃
[00:34:32 - 00:34:34] 内蒙古爆炉院就是崩溃
[00:34:34 - 00:34:35] 是不是假的我不知道
[00:34:35 - 00:34:36] 反正内蒙古爆炉院是崩溃的
[00:34:36 - 00:34:38] 我们就不给你讲那蒙古报纸怎么报了
[00:34:38 - 00:34:39] 那蒙古报纸简直
[00:34:41 - 00:34:43] 那蒙古报纸简直要死人的那种
[00:34:43 - 00:34:44] 然后我们讲平行纸
[00:34:44 - 00:34:46] 那在平行纸下的话
[00:34:46 - 00:34:47] 大家也你会发现什么
[00:34:47 - 00:34:50] 就是为此是非常非常重要的
[00:34:50 - 00:34:51] 经常同学跟我说
[00:34:51 - 00:34:53] 说张老师我现在越考
[00:34:53 - 00:34:54] 我模考考了多少分
[00:34:54 - 00:34:56] 有家长和考上经常默默这样的问题
[00:34:56 - 00:34:58] 老师我模考考了594
[00:34:58 - 00:35:00] 老师我模考考了630
[00:35:00 - 00:35:02] 老师你看我590报什么学校
[00:35:02 - 00:35:03] 我603报什么学校
[00:35:03 - 00:35:05] 这种问题我一般一概不回答
[00:35:05 - 00:35:12] 我一概不回答,为什么呢?第一,就是各个省份你能报的学校它是不一样的
[00:35:12 - 00:35:16] 有的学校在你们省很难考分很高
[00:35:16 - 00:35:21] 有的学校在别人那个省,就你那个学校在别的那个省啊,没人报
[00:35:21 - 00:35:24] 知道吧,就是同一个学校在不同省份
[00:35:24 - 00:35:27] 大家对于它的认知程度是不一样的
[00:35:27 - 00:35:29] 比如说
[00:35:29 - 00:35:32] 我看现在有多少人看
[00:35:32 - 00:35:37] 我给大家举一个例子会不会出事啊
[00:35:37 - 00:35:41] 10多万会出事吗
[00:35:41 - 00:35:50] 举例子会不会出事啊
[00:35:50 - 00:35:52] 我就怕我举例子会出事啊
[00:35:52 - 00:35:55] 保护你
[00:35:55 - 00:35:56] 保护个毛
[00:35:56 - 00:35:59] 给大家举一个例子
[00:35:59 - 00:36:00] 举一个例子
[00:36:00 - 00:36:02] 你们这16万人听就可以了
[00:36:02 - 00:36:03] 你们知道就行了
[00:36:04 - 00:36:06] 有一个学校叫做东北电力大学
[00:36:06 - 00:36:08] 叫做东北电力大学
[00:36:08 - 00:36:12] 这个学校其实就业非常非常非常好
[00:36:12 - 00:36:16] 东北电力大学这个学校就业非常非常非常好
[00:36:16 - 00:36:20] 那在基本上在黑龙江在吉林大家都知道
[00:36:20 - 00:36:23] 东北电力大学这个学校就业很好
[00:36:23 - 00:36:26] 本科毕业以后的话直接可以进国家电源公司
[00:36:26 - 00:36:28] 直接可以进国电的
[00:36:28 - 00:36:29] 直接可以进国电的
[00:36:29 - 00:36:31] 我有一个高中同学
[00:36:31 - 00:36:32] 当年我们
[00:36:32 - 00:36:33] 我们
[00:36:33 - 00:36:35] 我这一届的
[00:36:35 - 00:36:36] 当然就比较老了
[00:36:36 - 00:36:37] 张老师也比较老了
[00:36:37 - 00:36:38] 然后的话
[00:36:38 - 00:36:40] 就是有一个我一个高中同学
[00:36:40 - 00:36:42] 他就是报的东北电力大学
[00:36:42 - 00:36:43] 他报东北电力大学
[00:36:43 - 00:36:46] 现在在浙江某二级城市
[00:36:46 - 00:36:47] 因为直播我也不好意思说我的同学
[00:36:47 - 00:36:49] 什么情况
[00:36:49 - 00:36:51] 在浙江某二级城市
[00:36:51 - 00:36:52] 他跟他老婆两个人
[00:36:52 - 00:36:53] 他俩还在东北电力大学
[00:36:53 - 00:36:55] 还学的不是电器
[00:36:55 - 00:36:59] 他俩在东北电力大学学的是图木
[00:36:59 - 00:37:02] 他在冬殿学大不是电器是图目
[00:37:02 - 00:37:04] 都进了国家电源公司
[00:37:04 - 00:37:08] 然后两个人在国家电源公司这个企业呢
[00:37:08 - 00:37:09] 我不知道大家了不了解
[00:37:10 - 00:37:13] 非常非常的牛啊非常非常的牛
[00:37:13 - 00:37:14] 福利待遇特别的好
[00:37:14 - 00:37:16] 他们两个在浙江那个二层买了三套房
[00:37:16 - 00:37:17] 买了三套房
[00:37:17 - 00:37:19] 他们俩原来家里边穷的
[00:37:19 - 00:37:20] 我跟你说
[00:37:20 - 00:37:23] 我那哥们上大学都是我们哥几个家里边
[00:37:23 - 00:37:26] 我家掏两千他家掏两千给凑的学费
[00:37:26 - 00:37:28] 凑的生活费这哥们上完的大学
[00:37:28 - 00:37:31] 然后上完大学以后毕业在浙江某二级城市
[00:37:31 - 00:37:33] 现在买了三套房
[00:37:33 - 00:37:34] 生着俩孩子
[00:37:34 - 00:37:36] 我都没敢生俩孩子
[00:37:36 - 00:37:36] 你知道吗
[00:37:36 - 00:37:38] 我都没敢生俩孩子
[00:37:38 - 00:37:39] 那哥们生着俩孩子
[00:37:39 - 00:37:40] 然后的话
[00:37:41 - 00:37:43] 真的就是一个决定改变他们的命运
[00:37:43 - 00:37:46] 就是他们这关键电脑公司
[00:37:46 - 00:37:47] 最大的特点是什么呢
[00:37:47 - 00:37:49] 最大的特点就是福利待遇特别的好
[00:37:49 - 00:37:50] 福利待遇特别的好
[00:37:50 - 00:37:53] 现在东北电力大学也是一个非常
[00:37:53 - 00:37:54] 非常好的一个学校
[00:37:54 - 00:37:55] 在我们那边
[00:37:55 - 00:37:57] 在黑龙江在吉林
[00:37:57 - 00:37:58] 大家都知道
[00:37:58 - 00:37:59] 包括说
[00:38:00 - 00:38:01] 既然你们说不会出事
[00:38:01 - 00:38:02] 我再给你说一个学校
[00:38:02 - 00:38:03] 同样是电器比较好的一个学校
[00:38:04 - 00:38:05] 沈阳工业大学
[00:38:05 - 00:38:06] 沈阳工业大学
[00:38:06 - 00:38:08] 沈阳工业大学这个学校
[00:38:08 - 00:38:09] 在辽宁省
[00:38:09 - 00:38:11] 大家都知道说
[00:38:11 - 00:38:13] 沈阳工业大学的电器是超级牛的
[00:38:13 - 00:38:15] 非常值得报的
[00:38:15 - 00:38:17] 我2111都不上
[00:38:17 - 00:38:19] 我都上沈阳工业大学的电器
[00:38:19 - 00:38:20] 毕业以后非常的好
[00:38:21 - 00:38:23] 在辽宁省全都知道
[00:38:23 - 00:38:24] 但是除了辽宁
[00:38:24 - 00:38:25] 大家都不知道
[00:38:27 - 00:38:27] 对
[00:38:27 - 00:38:30] 包括选举都知道,你知道吗?
[00:38:30 - 00:38:31] 这大家都知道
[00:38:32 - 00:38:34] 然后呢,你们外省的全都不知道
[00:38:34 - 00:38:34] 然后就导致什么呢?
[00:38:34 - 00:38:37] 你像东北电力业实验工业这种学校在你们
[00:38:37 - 00:38:39] 在你们南方就完全就
[00:38:39 - 00:38:40] 完全就不了解
[00:38:41 - 00:38:42] 完全就不知道,你知道吧?
[00:38:42 - 00:38:45] 然后就导致这些学校在你们那边的分特别低
[00:38:46 - 00:38:46] 我看过
[00:38:47 - 00:38:48] 我就不说具体哪个省份了
[00:38:48 - 00:38:51] 我因为每年我都会给我的严谨中同学一起
[00:38:52 - 00:38:53] 给他们来报支院
[00:38:53 - 00:38:54] 严谨中同学家的孩子啊
[00:38:54 - 00:38:55] 包括他们家亲戚
[00:38:55 - 00:38:56] 我给他们报支院
[00:38:56 - 00:38:58] 每个省份基本上志愿书我都看过
[00:38:58 - 00:39:00] 然后我就发现这两个学校怎么在你们省份都
[00:39:02 - 00:39:03] 都都都没人保我呢
[00:39:03 - 00:39:04] 怎么分就这么低呢
[00:39:04 - 00:39:07] 我说你这个分上这个学校太好了
[00:39:07 - 00:39:07] 简直
[00:39:07 - 00:39:10] 然后他们就觉得说吃亏啊
[00:39:10 - 00:39:13] 你看你们总有一个总有一个想法
[00:39:13 - 00:39:14] 你们总有一个想法什么呢
[00:39:14 - 00:39:16] 说张老师我们家孩子考了600分
[00:39:18 - 00:39:20] 但是很可能东北电力或者是
[00:39:21 - 00:39:23] 陕阳工业在你们那个省份啊
[00:39:23 - 00:39:23] 可能大概
[00:39:24 - 00:39:26] 大概可能580就能上
[00:39:26 - 00:39:27] 然后孩子考了600分
[00:39:28 - 00:39:29] 孩子考了600分
[00:39:30 - 00:39:31] 然后的话我说你报这些学校
[00:39:31 - 00:39:33] 这个学校超级好
[00:39:33 - 00:39:35] 然后有的家长就跟我说
[00:39:35 - 00:39:37] 张老师我觉得我们家孩子亏
[00:39:38 - 00:39:39] 他明明600分
[00:39:40 - 00:39:42] 你怎么就给他推荐一个580的学校呢
[00:39:43 - 00:39:44] 那我们家孩子多考着20分
[00:39:44 - 00:39:45] 不就白考了吗
[00:39:50 - 00:39:51] 面对这种情况
[00:39:51 - 00:39:52] 我对浪费分理论
[00:39:52 - 00:39:54] 面对这种情况我也很无奈
[00:39:55 - 00:39:56] 我也很无奈
[00:39:56 - 00:39:58] 因为我在给孩子报咎院的时候
[00:39:59 - 00:40:01] 我报咎院的理论和方法是
[00:40:01 - 00:40:03] 这个孩子上这个学校这个咎院以后
[00:40:04 - 00:40:07] 毕业他大概的路径是怎样
[00:40:07 - 00:40:08] 他的就业路径是怎样的
[00:40:09 - 00:40:11] 他大概能去什么样的企业工作
[00:40:12 - 00:40:13] 每个月大概能挣多少钱
[00:40:13 - 00:40:14] 他10年以后大概
[00:40:15 - 00:40:16] 他发展的还不错的话
[00:40:16 - 00:40:18] 大概是一个什么样的水平
[00:40:18 - 00:40:20] 我是按照这个理论来报的
[00:40:21 - 00:40:22] 然后再看你这个分够不够
[00:40:23 - 00:40:24] 再说他和你的分够不够
[00:40:24 - 00:40:26] 但是有些老师在报支院的时候呢
[00:40:27 - 00:40:29] 就是所谓的不浪费分
[00:40:29 - 00:40:30] 所谓的不浪费分
[00:40:31 - 00:40:35] 那很这个就不浪费所谓的不浪费分这个就很麻烦
[00:40:35 - 00:40:37] 为什么不浪费分这个事会很麻烦
[00:40:37 - 00:40:40] 比如说有的有的老师和家长呢就是有这样的一个想法
[00:40:40 - 00:40:42] 就是老师我们家还在600分
[00:40:42 - 00:40:45] 然后我给孩子报支院一定要报一个600分的学校
[00:40:45 - 00:40:46] 为什么呢
[00:40:46 - 00:40:47] 你看老师我们家还在600分
[00:40:47 - 00:40:50] 我给他报支院一分都没浪费
[00:40:51 - 00:40:52] 一分都没浪费
[00:40:52 - 00:40:53] 这需要600分我们家还在600分
[00:40:53 - 00:40:55] 上这个学校一分都没浪费
[00:40:56 - 00:40:58] 你觉得你觉得这样好吗
[00:41:00 - 00:41:01] 你觉得这样好吗
[00:41:02 - 00:41:03] 这样是不好的
[00:41:03 - 00:41:04] 这样是不好的
[00:41:05 - 00:41:06] 为什么呀
[00:41:06 - 00:41:07] 为什么呀
[00:41:08 - 00:41:11] 你们家孩子如果这报纸院是学校这个层次上一分都没浪费的话
[00:41:12 - 00:41:17] 你们家孩子上的这个学校的这个专业一定是这个学校最烂的专业
[00:41:19 - 00:41:23] 你上的一定是这个学校最烂的专业最没有人报的专业
[00:41:25 - 00:41:26] 能理解吗
[00:41:27 - 00:41:28] 能理解吗
[00:41:28 - 00:41:30] 你上的一定是这个学校最烂的专业
[00:41:30 - 00:41:32] 或者是最没有人报的专业
[00:41:32 - 00:41:35] 当然有的时候在一个学校里边
[00:41:35 - 00:41:36] 最没有人报的专业
[00:41:36 - 00:41:38] 不一定是最烂的专业
[00:41:39 - 00:41:40] 知道吗
[00:41:40 - 00:41:41] 最没有人报的专业
[00:41:41 - 00:41:42] 不一定是最烂的专业
[00:41:43 - 00:41:44] 所以说的话呢
[00:41:45 - 00:41:46] 你想明白
[00:41:47 - 00:41:48] 所以说这个不浪费分理论
[00:41:48 - 00:41:49] 你要想明白
[00:41:49 - 00:41:51] 这个很麻烦
[00:41:51 - 00:41:52] 这个很麻烦
[00:41:53 - 00:41:53] 然后的话呢
[00:41:53 - 00:41:56] 我再简单给大家说一下我们志愿填报的时候
[00:41:56 - 00:41:58] 这个东西我到了你们高侯外以后
[00:41:58 - 00:42:01] 我还会给你们直播具体去细讲
[00:42:01 - 00:42:02] 具体去细讲
[00:42:02 - 00:42:04] 我们今天先讲一个大概的
[00:42:04 - 00:42:05] 我给大家举一个例子
[00:42:05 - 00:42:05] 首先
[00:42:06 - 00:42:07] 我们报的略怎么报呢
[00:42:07 - 00:42:08] 我们假设一个条件
[00:42:08 - 00:42:10] 这个条件是你考了多少位次呢
[00:42:10 - 00:42:12] 假如你考了你们省
[00:42:13 - 00:42:14] 你考了你们省
[00:42:14 - 00:42:16] 不管是文科还是理科
[00:42:16 - 00:42:17] 不管是文科还是理科
[00:42:17 - 00:42:19] 你考了你们省第三万名
[00:42:22 - 00:42:23] 你考了你们省
[00:42:23 - 00:42:25] 李克生第三万名
[00:42:25 - 00:42:26] 因为文科上第三万名
[00:42:26 - 00:42:28] 我估计你就死悄悄了
[00:42:28 - 00:42:30] 文科上第三万名你就死悄悄了
[00:42:31 - 00:42:32] 文科也一样
[00:42:32 - 00:42:33] 文科你可以把这个
[00:42:34 - 00:42:35] 区调一个零三千
[00:42:36 - 00:42:37] 理科的三万
[00:42:38 - 00:42:39] 理科的三万
[00:42:39 - 00:42:40] 文科的三千
[00:42:41 - 00:42:42] 包括说
[00:42:42 - 00:42:44] 包括说这个新高好的
[00:42:44 - 00:42:45] 我问大家
[00:42:45 - 00:42:46] 就是新高好的身份
[00:42:47 - 00:42:48] 新高好现在是什么呢
[00:42:48 - 00:42:49] 新高好现在是
[00:42:50 - 00:42:51] 6选3或3加1加2
[00:42:52 - 00:42:54] 大家都知道6选3或者3加1加2
[00:42:55 - 00:42:59] 就是新高 已经是新高峰省字的同学都知道是什么意思啊
[00:42:59 - 00:43:00] 6选3或3加1加2
[00:43:00 - 00:43:02] 那么如果说你正好在上初三的话
[00:43:02 - 00:43:04] 如果说你正好在上初三的话
[00:43:04 - 00:43:06] 那全国都会新高峰
[00:43:06 - 00:43:08] 全国都会新高峰
[00:43:08 - 00:43:09] 那么3加1加2是什么意思呢
[00:43:09 - 00:43:13] 就是在物理和历史这两颗里边你选一颗
[00:43:13 - 00:43:14] 剩下4颗
[00:43:14 - 00:43:15] 选两颗
[00:43:15 - 00:43:18] 物理或历史其中选一颗
[00:43:18 - 00:43:19] 剩下4颗
[00:43:19 - 00:43:20] 选两颗
[00:43:20 - 00:43:22] 这是3加1加2
[00:43:22 - 00:43:25] 6选3是史蒂生
[00:43:25 - 00:43:27] 那个那个sorry sorry啊
[00:43:27 - 00:43:28] 就是那个物化生史蒂正
[00:43:28 - 00:43:30] 6颗随便选三门
[00:43:30 - 00:43:32] 物化生史蒂正随便选三门
[00:43:32 - 00:43:33] 我们大家
[00:43:33 - 00:43:34] 我们大家
[00:43:35 - 00:43:37] 他这么改完以后啊
[00:43:38 - 00:43:39] 是对
[00:43:40 - 00:43:42] 是对李科生
[00:43:43 - 00:43:44] 这个政策改为后
[00:43:44 - 00:43:45] 是对李科生占便宜了
[00:43:45 - 00:43:47] 还是文科生占便宜了
[00:43:47 - 00:43:49] 原来的李科生占便宜了
[00:43:49 - 00:43:50] 还是原来的文科生占便宜了
[00:43:50 - 00:43:58] 你们觉得这么改变以后对原来的李克生占便宜还是文科生占便宜的
[00:43:58 - 00:44:01] 李克生占便宜还是文科生占便宜的
[00:44:01 - 00:44:07] 李克生占便宜还是文科生占便宜的
[00:44:07 - 00:44:14] 我个人觉得
[00:44:14 - 00:44:17] 我个人觉得就是李克生占便宜了
[00:44:17 - 00:44:19] 李克生占便宜了
[00:44:19 - 00:44:21] 您知道为什么是李克生占便宜的呢
[00:44:21 - 00:44:25] 就是最后这个6-3最后的结果
[00:44:25 - 00:44:28] 就六選三这个结果呢是这样的
[00:44:28 - 00:44:30] 就是包括他家一二的结果是这样的
[00:44:30 - 00:44:34] 就是原来李克报不了的专业
[00:44:34 - 00:44:36] 李克能报了
[00:44:36 - 00:44:39] 原来文科报不了的专业
[00:44:39 - 00:44:40] 文科还报不了
[00:44:40 - 00:44:43] 大家能理解吗
[00:44:43 - 00:44:47] 原来李克报不了的专业
[00:44:47 - 00:44:48] 现在李克能报了
[00:44:48 - 00:44:51] 原来文科报不了的专业
[00:44:51 - 00:44:52] 文科还报不了
[00:44:52 - 00:44:54] 大家能理解吗
[00:44:54 - 00:44:57] 大家能理解吗
[00:44:57 - 00:45:00] 然后有的文科生会说
[00:45:00 - 00:45:03] 那老师,我能选理科的专业呀?
[00:45:03 - 00:45:05] 老师,我能选化学呀?
[00:45:05 - 00:45:06] 老师,我可以这么选呢?
[00:45:06 - 00:45:10] 我可以选历史,地理和化学
[00:45:10 - 00:45:15] 那理科的专业,我不就也都能报了吗?
[00:45:15 - 00:45:21] 嗯,你觉得你一个文科生选化学,你干的过理科生吗?
[00:45:21 - 00:45:29] 即使你选了化学,即使你选了化学,你能报的
[00:45:29 - 00:45:34] 你能抱的可能也跟人家抱的
[00:45:34 - 00:45:37] 是你根本就干不过
[00:45:37 - 00:45:37] 你知道吧
[00:45:37 - 00:45:38] 你干不过
[00:45:38 - 00:45:39] 所以说的话
[00:45:39 - 00:45:41] 这个就很麻烦
[00:45:41 - 00:45:42] 这个就很麻烦
[00:45:42 - 00:45:43] 所以说的话
[00:45:43 - 00:45:44] 其实现在改完以后
[00:45:44 - 00:45:47] 对于文科生是不太友好的
[00:45:47 - 00:45:50] 对于李科生其实是很友好的
[00:45:50 - 00:45:51] 其实对于李科生
[00:45:51 - 00:45:53] 原来的李科生是很友好的
[00:45:53 - 00:45:55] 所以大家对于这个事一定要想明白
[00:45:55 - 00:45:56] 对于这个事一定要想明白
[00:45:56 - 00:45:58] 然后山东省
[00:45:58 - 00:46:00] 山东省今年
[00:46:00 - 00:46:00] 有没有山东的同学
[00:46:00 - 00:46:02] 有没有山东的同学
[00:46:02 - 00:46:04] 有没有山东的同学
[00:46:04 - 00:46:05] 山东的有吗
[00:46:05 - 00:46:06] 山东的有吗
[00:46:06 - 00:46:07] 山东的同学
[00:46:07 - 00:46:08] 我告诉你一个好消息
[00:46:08 - 00:46:09] 山东同学
[00:46:09 - 00:46:11] 我告诉你一个好消息
[00:46:11 - 00:46:12] 如果你是山东的同学
[00:46:12 - 00:46:14] 你选了物理
[00:46:14 - 00:46:18] 今年你放心态去参加高考
[00:46:18 - 00:46:24] 你肯定有本科上
[00:46:24 - 00:46:26] 你要知道山东省
[00:46:26 - 00:46:28] 你只要选了物理
[00:46:28 - 00:46:30] 你肯定有本科上
[00:46:30 - 00:46:32] 你肯定有本科上
[00:46:33 - 00:46:36] 你只有如果你是今年山东省高考的
[00:46:36 - 00:46:38] 你选了物理你肯定有本科上
[00:46:39 - 00:46:42] 你要知道在山东省你这句话是很牛的啊
[00:46:42 - 00:46:44] 说你肯定有本科上
[00:46:45 - 00:46:47] 你山东省你要知道他的本科上线率
[00:46:47 - 00:46:49] 不是特别的高啊其实
[00:46:49 - 00:46:50] 但是你今年你在山东省你只要选了物理
[00:46:50 - 00:46:51] 你肯定有本科上
[00:46:51 - 00:46:52] 为什么呢
[00:46:52 - 00:46:53] 因为
[00:46:54 - 00:46:55] 据我们统计啊
[00:46:55 - 00:46:57] 据我们因为我做高尔润田冒冒
[00:46:57 - 00:46:57] 据我们统计
[00:46:57 - 00:47:02] 省各山东省的录取志愿录取人数一共是20万
[00:47:03 - 00:47:07] 所有的学校所有的专业在山东省一共录取多少人一共录取20万
[00:47:07 - 00:47:09] 山东省会有20万人上本科
[00:47:09 - 00:47:14] 这20万人上本科根据各个学校各个专业出的选科要求
[00:47:14 - 00:47:17] 你选物理能报的
[00:47:18 - 00:47:21] 招生名额一共是18万多
[00:47:22 - 00:47:24] 一共是18万多
[00:47:24 - 00:47:28] 知道吧,那山东城今年一共有多少人选物理呢?
[00:47:28 - 00:47:32] 山东城今年选物理的人数一共20万,
[00:47:32 - 00:47:38] 知道吧,也就是你只要选了物理,能够考进20万前,
[00:47:38 - 00:47:42] 18万名,你就有本科上,
[00:47:42 - 00:47:45] 哈哈,你有本科上,
[00:47:45 - 00:47:49] 这个很好玩啊,这个很好玩,
[00:47:49 - 00:47:52] 哎呀,所以说这个新高考,就是高考,
[00:47:52 - 00:47:54] 前冒这东西研究明白以后的话
[00:47:54 - 00:47:55] 你的话特别有意思
[00:47:55 - 00:47:56] 特别有意思
[00:47:57 - 00:47:59] 各省和各省的情况都不太一样
[00:47:59 - 00:48:01] 我们先来讲这个
[00:48:01 - 00:48:02] 来
[00:48:04 - 00:48:05] 你现在是三万名
[00:48:05 - 00:48:06] 你现在是三万名
[00:48:07 - 00:48:08] 说老师我现在查了分
[00:48:08 - 00:48:09] 我现在查了地多少多少名
[00:48:09 - 00:48:10] 你做查分以后的话
[00:48:10 - 00:48:11] 一定会查到一个位次
[00:48:11 - 00:48:12] 对吗
[00:48:12 - 00:48:13] 你查完分以后
[00:48:13 - 00:48:14] 一定会查到一个位次
[00:48:14 - 00:48:14] 对吧
[00:48:14 - 00:48:15] 假如说你是第三万名
[00:48:15 - 00:48:17] 蒙哥说假如说你是第三千名
[00:48:17 - 00:48:17] OK
[00:48:18 - 00:48:19] 那你说老师我该怎么报纸院呢
[00:48:19 - 00:48:19] 我告诉大家
[00:48:19 - 00:48:21] 你该这样去报纸院
[00:48:21 - 00:48:23] 报支援的方法应该是这样的
[00:48:23 - 00:48:25] 6个月以后我也会给你讲
[00:48:25 - 00:48:27] 看起来我这个大脸说很诡异
[00:48:27 - 00:48:29] 然后的话呢
[00:48:29 - 00:48:31] 3万名那你该怎么报呢
[00:48:31 - 00:48:33] 那么你报支援的时候你会发现
[00:48:33 - 00:48:35] 不管你们省报几个学校
[00:48:35 - 00:48:37] 然后的话你会发现你在报支援的时候
[00:48:37 - 00:48:39] 基本上把你的支援是不是分成了3批呀
[00:48:39 - 00:48:41] 你说把你的支援报成了3批呀
[00:48:43 - 00:48:45] 然后哪3批呢
[00:48:45 - 00:48:47] 就要冲一冲
[00:48:47 - 00:48:49] 稳一稳
[00:48:49 - 00:48:51] 你们所有人报支援全是这江省也一样
[00:48:51 - 00:48:55] 这江省和山东省新支高会支援也是方法差不多
[00:48:55 - 00:48:56] 方法差不多
[00:48:56 - 00:48:58] 如果选择的依据不太一样
[00:48:58 - 00:48:59] 选择的依据不太一样
[00:48:59 - 00:49:01] 方法都差不多
[00:49:01 - 00:49:01] 然后你看
[00:49:02 - 00:49:03] 你们都是这样
[00:49:03 - 00:49:05] 冲一冲稳一稳保一保
[00:49:05 - 00:49:07] 不管你们省份报几个支援
[00:49:07 - 00:49:08] 有的省份报5个支援
[00:49:08 - 00:49:09] 有的省份报6个支援
[00:49:09 - 00:49:10] 有的省份报9个支援
[00:49:10 - 00:49:11] 有的省份报10个支援
[00:49:11 - 00:49:12] 我不管你报几个支援
[00:49:12 - 00:49:14] 然后你们冲一冲稳一稳保一保
[00:49:14 - 00:49:15] 对吧
[00:49:15 - 00:49:16] 冲一冲是什么呢
[00:49:16 - 00:49:17] 你看
[00:49:17 - 00:49:17] 来
[00:49:17 - 00:49:19] 老师我考了三万名对不对
[00:49:19 - 00:49:21] 然后你们刚开始的时候会选择什么案子学校呢
[00:49:21 - 00:49:22] 老师前面啊
[00:49:22 - 00:49:23] 前面我会
[00:49:23 - 00:49:27] 我会选那种两万五左右的学校
[00:49:27 - 00:49:28] 两万五左右的学校
[00:49:28 - 00:49:28] 哇的天
[00:49:28 - 00:49:30] 你想的特别的美你知道吧
[00:49:30 - 00:49:32] 这八人的想法是什么呢
[00:49:32 - 00:49:32] 张老师
[00:49:32 - 00:49:33] 你好我考了三万名
[00:49:33 - 00:49:34] 两万五的学校
[00:49:34 - 00:49:38] 我试一试万一
[00:49:38 - 00:49:39] 我上了呢
[00:49:39 - 00:49:41] 万一
[00:49:41 - 00:49:43] 这两万五的学校今年没日报呢
[00:49:43 - 00:49:45] 那我不就减着了吗
[00:49:46 - 00:49:47] 那你看你们一般都会这么想
[00:49:48 - 00:49:50] 对吧你们一般都会这么想
[00:49:50 - 00:49:51] 一般都会这么想
[00:49:51 - 00:49:52] 万一美日报
[00:49:52 - 00:49:54] 那我不就见了
[00:49:54 - 00:49:55] 哎哎我跟你说
[00:49:55 - 00:49:57] 哎你别真说人想的美
[00:49:57 - 00:49:58] 今年就有一个人
[00:49:59 - 00:50:01] 今年就有一个人被这个事给砸中了
[00:50:02 - 00:50:03] 还上了微博的搜
[00:50:03 - 00:50:04] 你们还记得吗
[00:50:05 - 00:50:06] 想一想有没有这个事
[00:50:06 - 00:50:07] 今年有没有这个事
[00:50:07 - 00:50:08] 去年有没有这个事
[00:50:08 - 00:50:09] 去年没有这个事
[00:50:09 - 00:50:10] 去年是有这个事的
[00:50:10 - 00:50:11] 去年什么
[00:50:11 - 00:50:12] 大家记不记得
[00:50:12 - 00:50:13] 大家记不记得
[00:50:14 - 00:50:15] 北京大学
[00:50:15 - 00:50:16] 哎这就上北当那个
[00:50:16 - 00:50:18] 北京大学在河南省
[00:50:18 - 00:50:20] 农村计划没人报
[00:50:22 - 00:50:22] 对吧
[00:50:23 - 00:50:24] 北京大学在河南省
[00:50:25 - 00:50:26] 北大那个没人报没人报
[00:50:26 - 00:50:28] 这哥们就报了没想到没人报
[00:50:30 - 00:50:31] 我估计那哥们自己都蒙了
[00:50:31 - 00:50:33] 我绝上北大屋我的天
[00:50:36 - 00:50:38] 真的这哥们组分冒清烟真是
[00:50:40 - 00:50:41] 对吧
[00:50:42 - 00:50:42] 那个吧
[00:50:42 - 00:50:43] 你说有没有这样的情况
[00:50:44 - 00:50:45] 有这样的情况
[00:50:46 - 00:50:47] 有这样的情况
[00:50:48 - 00:50:48] 对不对
[00:50:48 - 00:50:49] 然后你们都会这样想
[00:50:49 - 00:50:51] 今天那个人会不会是我
[00:50:53 - 00:50:55] 虽然概率不大,但你总想试一试
[00:50:56 - 00:50:57] 对吗?
[00:50:57 - 00:51:00] 虽然概率不大,但是你总想试一试
[00:51:00 - 00:51:03] 总觉得那个女神万一又喜欢我呢,对吧?
[00:51:03 - 00:51:05] 不太可能,不太可能
[00:51:05 - 00:51:08] 但是万一呢,对吧?你像那个人们就是万一啊
[00:51:08 - 00:51:11] 就是北大退党了,后来被媒体爆出来了
[00:51:11 - 00:51:13] 这个事其实真的啊
[00:51:13 - 00:51:15] 就很多人当时问我说,老师你对这个事怎么看
[00:51:15 - 00:51:18] 这个事的来龙去脉大家都知道吧
[00:51:18 - 00:51:19] 刚开始说
[00:51:19 - 00:51:21] 刚开始这个人到北大,北大一看
[00:51:21 - 00:51:24] 我的天 这根本命太好了这也
[00:51:24 - 00:51:26] 这怎么命这么好呢
[00:51:26 - 00:51:27] 但北大就给退党了
[00:51:27 - 00:51:28] 说什么呢
[00:51:28 - 00:51:30] 说你说你这孩子这个层次这么低啊
[00:51:30 - 00:51:31] 我怕你来我们学校啊
